time,txt,name,username,likes,retweets,replies
2019-12-28 04:14:35 GMT,2019 Crypto Returns... Chainlink: +512% Binance: +125% Bitcoin: +88% Litecoin: +29% Bitcoin Cash: +25% NEO: +9% Tether: -1% Bitcoin SV: -3% EOS: -3% Monero: -8% Ethereum: -10% Ethereum Classic: -15% Cardano: -22% TRON: -34% NEM: -46% XRP: -49% Dash: -52% IOTA: -56% Stellar: -60%,Charlie Bilello,charliebilello,1075.0,370.0,88.0
2019-12-23 00:08:59 GMT,Just #UTXO #ProofofWork #NoICO #Blockchains that existed before January 1st 2015     BT= Avg. Block Time  1 $BTC BT: 10 mins 2 $LTC BT: 2.5 mins  3 $XMR BT: 2 mins 4 $DASH BT: 2.5 mins 5 $DOGE BT: 1 min 6 $DGB BT: 15 Seconds  #Bitcoin #Litecoin #Monero #Dash #Doge #Digibyte,Eric Henjum 💙🇺🇲🧢,henjumeric43,43.0,14.0,3.0
2019-12-10 21:00:01 GMT,1/ How I grade crypto: 1. Legit (Bitcoin) 2. Interesting (Monero) 3. Centralised/SQL would be better (ETH) 4. Misguided (potatoes on the blockchain) 5. Blockchain scams (HEX) 6. Just a scam (OneCoin)  Some maxis will hate this as only (1) is not a scam. I see it differently.,Peter McCormack ☠️,petermccormack,471.0,59.0,92.0
2019-12-09 23:22:50 GMT,"Crypto, % Below all-time high... BitConnect: -100% ICON: -99% Bitcoin Gold: -99% Qtum: -98% NEM: -98% Lisk: -98% Cardano: -97% Dash: -97% zCash: -97% IOTA: -96% NEO: -95% TRON: -95% Bitcoin Cash: -95% XRP: -94% Ethereum: -89% Monero: -89% EOS: -88% Litecoin: -88% Bitcoin: -62%",Charlie Bilello,charliebilello,900.0,335.0,59.0
2019-12-08 11:38:09 GMT,Ready to protect your privacy during Christmas Holiday? Get Mastering Monero NOW!,Mastering Monero,masteringxmr,77.0,21.0,2.0
2019-12-06 09:16:05 GMT,".@Monero community don't use this site: xmrqrcode(.)com  This scam offers to insert your wallet address to generate you a QR code for it, so you can use it to accept payments.  But whatever address you insert, the QR code will be generated for the scammers wallet.  #Monero $XMR",TheFuzzStone,thefuzzstone,43.0,21.0,5.0
2019-12-05 00:23:32 GMT,"Where are you, Bitcoin ""cypherpunks"", when an honest project such as #Monero is delisted (with no legal reason) from some exchanges because literally it is *too private*?  I can deal with you screaming shitcoin, and happily educate against.  I am at loss for you doing noting.",binaryFate,binaryfate,373.0,64.0,53.0
2019-12-05 03:33:56 GMT,Use @Monero to keep your wealth private. Use Bitcoin at your own risk.,Leo Oenoɱaus,xmrhaelan,44.0,9.0,2.0
2019-12-01 02:25:52 GMT,"Congratulations to the @Monero community on what appears to be a successful network upgrade! Here’s to a potential several years of an ASIC-free network. One CPU, one vote, thanks to #RandomX! 💪✊🎉🍻🥂😍 #XMR #monero",Monero Outreach,xmroutreach,93.0,23.0,2.0
2019-11-28 06:49:42 GMT,"We got maximalists claiming everything that is not bitcoin is a scam (forgetting beautiful projects like Monero) and saying that blockchain is only for Bitcoin.  Pretty strong opinion from guys who fail to setup their bitcoin core wallet, CasaHODL, LN nodes and whatever",Romano,rnr_0,308.0,19.0,28.0
2019-11-28 07:11:24 GMT,Year-to-date performances of the major cryptos:  Bitcoin +92% Ethereum +7% Ripple -39% (included for the lols) Bcash +34% Litecoin +48% EOS -1% BSV +14% Stellar -50% Tron -19% Cardano -10% Tezos +160% Monero +16%,Alistair Milne,alistairmilne,1019.0,193.0,98.0
2019-11-23 18:04:23 GMT,"Both CLI &amp; GUI v0.15.0.1 'Carbon Chamaeleon' release binaries are now available!  Please be reminded that a user, service, merchant, pool operator, or exchange should run this version (v0.15) in order to be sufficiently prepared for the scheduled protocol upgrade of November 30.",Monero || #xmr,monero,67.0,29.0,7.0
2019-11-21 06:19:08 GMT,"A #cyberattack was confirmed by the #website officials of the @Monero #cryptocurrency project on Monday, wherein attackers covertly replaced legitimate—and downloadable— #Linux and #Windows binaries with their malicious versions.  @rneelmani @hacback17 #infosec #cybersecurity",DynamicCISO,dynamicciso,4.0,13.0,0.0
2019-11-14 20:18:15 GMT,Privacy.  By.  Default.  #Monero,xmranon,xmranon,116.0,23.0,5.0
2019-11-07 23:06:08 GMT,"⚡️ALERT⚡️ - #LTC adoption is growing.  The Swiss crypto ATM company Bity added support for Litecoin.  This addition will allow people to buy LTC with cash besides BTC, Ethereum, and Monero.  #crypto #bitcoin #litecoin #news #blockchain",Łitecoin Bull | The News Before The News!,litecoin_bull,62.0,22.0,4.0
2019-10-21 18:13:36 BST,"Vote for the cryptocurrency project you’d like to see me carve into my crypto pumpkin this year!  🔪 🎃 👻   Someone bought fake 500+ votes for #Ravencoin during the previous poll. So let’s try this again, it’s just a 🎃.. no fake votes! #Monero #Energi #Waltonchain #Ethereum",VoskCoin,voskcoin,162.0,88.0,75.0
2019-10-11 19:27:14 BST,"1/ The Monero team will soon be changing its proof-of-work consensus algorithm in late October to RandomX. The Monero developer team believes that in order for the network to remain secure, ASICs must be kept off the network.",Jordan Clifford,jcliff42,76.0,27.0,8.0
2019-10-10 20:00:09 BST,"If someone in Iran launches a Blizzard game token unregistered securities offering called “Dali Lama wins the NBA” and sells it in North Korea for a ruble backed stable coin, can a dispensary accept it for Monero?   Ask your regulator for guidance today.",Bruce Fenton,brucefenton,89.0,14.0,9.0
2019-09-05 17:56:21 BST,"Among many things that affect crypto prices, these stand out recently: a. As parts of globe slide into recession, short-term speculators tend to sell. Affects Bitcoin but affects alts more. b. Recessions increase financial risks, causing moves into deeply safe Bitcoin &amp; Monero.",Nick Szabo,nickszabo4,428.0,123.0,26.0
2019-08-06 03:58:26 BST,"We’re creating a “one-stop-shop” resource for newcomers to #Monero.  If you know of any non-English speaking Monero channels or forums, please share with us so we can try to include them! Share in comments or DM. @monero #xmr",Monero Outreach,xmroutreach,29.0,8.0,2.0
2019-07-19 13:45:08 BST,#Monero began with a block reward of ~17.6 XMR / Block. It follows a smooth emission curve which lowers the reward every block.  “Halvings” have been recognized at: 8.8 XMR / Block 4.4 XMR / Block  and in 3 months… 2.2 $XMR / Block,xmranon,xmranon,134.0,30.0,6.0
2019-07-18 21:02:55 BST,Got #sharding boom #apollocurrency #APL only #crypto that has database #sharding on mainnet  #blockchain  #btc #eth #xrp #monero  #zcash #trx #ada #ltc #verge #investors  #currency  #historical  #money  #eos #xlm #dash,Ralph Potter,ralphpo91162800,28.0,20.0,2.0
2019-07-16 16:43:18 BST,"The U.S. cannot even ban weed - after 70 years of trying. How can a country ban the use of privacy coins like Monero or Apollo, when used on truly distributed exchanges. Banning the invisible, used by the anonymous. Wake up world! Crypto is the mythical Pandora's box come to life",John McAfee,officialmcafee,1937.0,391.0,136.0
2019-07-16 20:39:15 BST,"24 Hr Transaction Fees (ex Bitcoin):  1. Ethereum—$105,633  2. Litecoin—$1,431 3. Lisk—$602 4. Monero—$449 5. Ripple —$278 6. Dash—$260 7. Bitcoin Cash—$208 8. Zcash—$161 9. Bitcoin Gold—$129 10. Neo—$117 11. Dogecoin—$115 12. BSV—$107 13. Ethereum Classic—$66  h/t @onchainfx",Spencer Noon 🕛,spencernoon,202.0,50.0,35.0
2019-07-11 00:28:41 BST,"What's your favorite Privacy Coin right now?  Which one has Most Development Updates,  Partnerships and Real World Adoption and will Skyrocket during the next Bullrun?  #Altcoin #Bitcoin #BestPrivacyCoin #Monero #Verge #Dash #ZCash  $XMR $XVG $Dash $ZEC",Verge XVG Bull,verge_xvg_news,60.0,35.0,14.0
2019-07-08 16:59:35 BST,"1/ One of the redeeming qualities of #Monero is when the community forked the project, then worked on their fork without constantly comparing it to the thing they forked from.",ɱark WhatsHisFace,lwhatshisface,43.0,10.0,1.0
2019-07-09 00:10:24 BST,".@tezos is REALLY undervalued right now.  Would U have bought #Bitcoin, #Ethereum, #Dash, #Monero, or #ZCash @ &lt; $2?  #Tezos has most of the good features of those &amp; can 'self-update' w/o forking for the rest.  Don't miss out!  $XTZ $BTC $ETH $DASH $XMR $ZCH  #STO #VestedInterest",Thomas J. Quinlan,thomas_quinlan,49.0,12.0,0.0
2019-07-05 21:55:07 BST,"#Monero (#WeissRating: C+) has disclosed several security vulnerabilities, including one that could have been exploited to steal #XMR from exchanges. At least it’s just exchanges that got scammed and not the users.  #crypto #cryptocurrency #altcoins",Weiss Crypto,weisscrypto,125.0,34.0,40.0
2019-07-05 22:00:27 BST,BREAKING  #MONERO HAS DISCLOSED SEVERAL SECURITY VULNERABILITES,Coin Street News,coinstreetnews,91.0,16.0,22.0
2019-06-27 19:15:34 BST,"We want to add as many coins as possible, but we need to know your opinion! Which #crypto’s do you wanna pay with using our payment system? Vote for our ideas and share yours: $LTC $DGD $TUSD $XMR #Litecoin #DigixDAO #TUSD #Monero @LitecoinProject @DigixGlobal @TrustToken @monero",NOWPayments,nowpayments_io,15.0,11.0,7.0
2019-06-24 10:15:19 BST,⚡️ @Monero Listing + Contest ⚡️  WazirX is listing #XMR in USDT &amp; BTC markets at 3 pm today under Rapid Listing Initiative 🚀  10 lucky people will win 0.061 XMR each:  1. Retweet this tweet 2. Reply to this tweet &amp; mention 3 friends in the reply  Contest valid for 24 hours! 🚀,WazirX: India Ka Bitcoin Exchange,wazirxindia,281.0,235.0,328.0
2019-06-19 03:25:44 BST,2019 Crypto Returns Binance Coin: +479% Litecoin: +321% Tezos: +162% BitcoinCash: +152% EOS: +150% Bitcoin: +143% Bitcoin SV: +141% Cardano: +111% Monero: +98% Dash: +92% zCash: +89% Ethereum: +87% NEO: +71% TRON: +65% Eth Classic: +59% NEM: +30% IOTA: +18% XRP: +16% Stellar: +8%,Charlie Bilello,charliebilello,195.0,89.0,9.0
2019-06-19 11:48:25 BST,If cryptocurrencies were pokemon:  Bitcoin : Charizard Litecoin : Squirtle Monero : Gengar Ethereum : Porygon Libra : Zubat Ripple : Metapod Bitcoin Cash : Ditto Bitcoin SV : Magikarp,Cobie,cobie,1299.0,157.0,271.0
2019-06-05 19:53:59 BST,"Look at the value history of Monero, look at the value history of Verge, then look at what $DAPS will soon become and what is being built right now. It's clear to me what will happen. I cannot predict the future but I can certainly learn from history.",Andrew Du₿ats  🎬,adubats,81.0,23.0,3.0
2019-05-31 02:55:04 BST,"Through a combination of innovative privacy-focused protocols like ring signatures, ring confidential transactions, and stealth addresses, #Monero provides a high level of transactional #privacy to its users.",Brave New Coin,bravenewcoin,29.0,10.0,1.0
2019-05-16 12:36:50 BST,"Final #MCC2019 stats: We had 800 attendees. Of the tickets we sold 15% were paid with crypto. 76.5% of those were with Bitcoin, 18.5% Litecoin and 5% Monero. 10% of all tickets were sold on the first day of the conference. 65% were sold in the last 3 weeks before the conference.",Magical Crypto Friends,magicalcrypto,299.0,25.0,28.0
2019-05-16 19:26:24 BST,"PSA: All cryptocurrency designs with privacy features may have bugs in their cryptography that allow undetectable inflation.  Examples: Zerocash, Zerocoin, RingCT (Monero), QuisQuis, and even designs with ""Confidential Transactions"" only, e.g., Mimblewimble (Grin), and Liquid.",Tim Ruffing,real_or_random,173.0,41.0,15.0
2019-05-14 02:47:31 BST,Three altcoins I am extremely bullish on the next 12 months:  1. Litecoin $LTC 2. Monero $XMR 3. Binance coin $BNB   (BNB as long as no interference from governments or major scandals pop),Nick Core,crypto_core,244.0,29.0,47.0
2019-05-14 16:14:31 BST,2019 Crypto Returns... Binance Coin: +300% Litecoin: +175% Bitcoin Cash: +136% Bitcoin: +105% EOS: +103% Cardano: +74% Monero: +63% Dash: +59% Ethereum: +38% ICON: +36% TRON: +22% NEO: +20% Ethereum Classic: +14% zCash: +6% Tether: -1% IOTA: -8% XRP: -12% NEM: -12% Stellar: -13%,Charlie Bilello,charliebilello,237.0,94.0,21.0
2019-05-13 15:13:51 BST,"#MoneroNYCParty during #consensus2019 is tonight! Don’t get left out 😝! Come hang w/ @CakewalletXMR , @MoneroTalk @MyMonero, @xmr_to, @morphtoken, &amp; @Billfodl_Wallet.   @WhalePanda  @fluffypony @monero @AaronvanW @xcubicle RSVP buy ur tix by emailing.  monerotalklive@gmail.com",Cake Wallet 🎂🎂,cakewallet,19.0,10.0,1.0
2019-05-08 23:56:29 BST,Monero is probably going to outperform soon. 7000 BTC buy pressure incoming 🙃,Avi,avifelman,446.0,34.0,23.0
2019-04-11 05:25:13 BST,"Does your crypto have sharding yet, APOLLO CURRENCY APL does now, major game changer!!!! @ApolloCurrency #APL #HERMES #updater  #sharding #DEX  #crypto  #Blockchain  #btc #eth #xrp #trx #ltc #ads #coin #monero #dash #verge #zcazh #money #investors #Currency",Ralph Potter,ralphpo91162800,41.0,24.0,6.0
2019-04-11 18:11:36 BST,ICYMI: Monero will have its own village at Defcon this year! 🎉,Monero || #xmr,monero,75.0,10.0,4.0
2019-04-08 19:47:17 BST,World Best 🇿🇼#TeamZambezi🇿🇼 🇿🇼.•°``°•.¸.•°``°•.🇿🇼  ⚘ #Zim1🇿🇼🇿🇼⚘ 　`•.¸🇿🇼    ¸.•` 　　 °•.¸¸.•°  1:🇿🇼Retweet this Tweet🇿🇼 2:🇿🇼Like this🇿🇼 3:🇿🇼Follow all who like and rt this🇿🇼 4:🇿🇼Follow back all that follow you🇿🇼 6:🇿🇼Follow me @da_monero🇿🇼 7:🇿🇼Turn on my notifications🇿🇼,Tirimusango Wenje,tirimusango_10,87.0,23.0,14.0
2019-03-19 21:12:10 GMT,"Attention all day traders, APOLLO CURRENCY APL most likely to go parabolic sometime in the next 2 weeks!!!!!!!!! #APL #hermes  #crypto  #dex #blockchain  #money #currency #investors  #altcoins #btc #xrp #monero #dash #verge #zcash #eth #trx #LTC",Ralph Potter,ralphpo91162800,38.0,23.0,3.0
2019-03-14 19:13:26 GMT,"Wow, right now my @nodl_it is running $BTC, $XMR, $KMD &amp; $ARRR at the same time and is not really breaking a sweat!!!  cc: @KomodoPlatform @monero @PirateChain @PirateChainUK @PiratechainDE @fluffypony @notsofast",Jane Mercer 🏴‍☠️🏳️‍🌈⚧⚢,radix42,49.0,13.0,4.0
2019-03-12 14:18:06 GMT,▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️                   Follow ▪️💟▪️❣️▪️💟▪️❣️▪️                 Everyone ▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️                    Who ▪️💕▪️💕▪️💕▪️                    Likes ▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️                     And ▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️🇿🇼▪️                Retweets ▪️ Follow 👉@da_monero,Tirimusango Wenje,tirimusango_10,111.0,20.0,10.0
2019-03-10 11:48:26 GMT,"Participants of the Monero ecosystem, please be reminded of significantly slower block times. They will normalize within the next 24-48 hours.",Monero || #xmr,monero,98.0,23.0,11.0
2019-03-07 08:22:46 GMT,"Dear exchanges, merchants, services, to reiterate, the wallet bug has been patched and the fix is included in the v0.14.0.1 tag. In addition, there will be a v0.14.0.2 tag soon, which will include some other bug fixes (e.g. the Ledger bug).",Monero || #xmr,monero,100.0,25.0,4.0
2019-03-03 09:34:25 GMT,"Dear exchanges, merchants, and services, please run set refresh-type no-coinbase in monero-wallet-cli for the time being. A patch will be out soon.",Monero || #xmr,monero,89.0,24.0,6.0
2019-02-27 03:52:29 GMT,"ASIC ""resistance"" is opening yourself to attack by the combined hashrate of Nicehash + Ethereum + Monero + Grin + Zcash.  The 51% security must be evaluated over all hardware *capable* of performing the attack but not currently deployed in mining.  Bite the bullet, build an ASIC.",Bob McElrath,bobmcelrath,168.0,33.0,13.0
2019-02-14 19:09:05 GMT,"The scheduled protocol upgrade is set to occur on block 1788000 (March 9). Users, merchants, services, pool operators, exchanges, and any other members of the Monero ecosystem should upgrade to and subsequently run v0.14 once it is released in order to be sufficiently prepared.",Monero || #xmr,monero,170.0,69.0,47.0
2019-02-13 12:10:47 GMT,"Crypto, % Below all-time high...  BitConnect: -100% ICON: -98% Qtum: -98% NEM: -98% Bitcoin Gold: -98% Bitcoin Cash: -97% Cardano: -97% NEO: -96% IOTA: -95% Dash: -95% XRP: -92% TRON: -92% Ethereum: -92% Monero: -90% Litecoin: -89% EOS: -88% Bitcoin: -82%  via @charliebilello",Steve Burns,sjosephburns,147.0,42.0,22.0
2019-02-12 02:13:21 GMT,"Can't beat em, join them.......APOLLO CURRENCY!!!!!!!!! @ApolloCurrency  #APL #Hermes #cryptocurrency  #Blockchain  #btc #eth #dash #Monero  #verge #trx #xrp #currency #money",Ralph Potter,ralphpo91162800,37.0,23.0,1.0
2019-02-12 22:23:31 GMT,"Crypto, % Below all-time high... BitConnect: -100% ICON: -98% Qtum: -98% NEM: -98% Bitcoin Gold: -98% Bitcoin Cash: -97% Lisk: -97% Cardano: -97% NEO: -96% IOTA: -95% Dash: -95% zCash: -95% XRP: -92% TRON: -92% Ethereum: -92% Monero: -90% Litecoin: -89% EOS: -88% Bitcoin: -82%",Charlie Bilello,charliebilello,1718.0,671.0,140.0
2019-01-31 22:42:21 GMT,"It's very scary, how good APOLLO CURRENCY is.......colossal really!!!!! #APL #blockchain #cryptocurrency  #legendary #btc #xrp #monero #dash #verge #eth #apollocurrency  #currency #deflation  #Hermes  #decentralized  #ultimateprivacy",Ralph Potter,ralphpo91162800,41.0,24.0,1.0
2019-01-27 19:57:24 GMT,APOLLO CURRENCY APL!!!!!!! Changing crypto since 2018!!!!!! #APL #Crypto  #blockchain  #bitcoin  #Hermes #massadoption #trx #eth #monero #dash #zcash #xvg #currency  #fiat,Ralph Potter,ralphpo91162800,28.0,16.0,2.0
2019-01-18 13:07:22 GMT,"The list of ""sanctioned"" altcoins that Bitcoiners are allowed to talk about:  *Decred *Litecoin *Monero *Grin  Impure thoughts of Ethereum and other ""centralized scams"" will result in 100 lashes and permanent exile from the Halls of Maximalism.",sassal.eth 🦇🔊🐼,sassal0x,548.0,57.0,48.0
